video_id,date,views,likes,comments,watch_time_minutes,video_length_minutes,subscribers,category,device,country,ad_revenue_usd
vid_4133,50:41.0,9970,315,477,56349.25683,17.01689662,290089,Tech,TV,US,331.2205833
vid_446,50:41.0,10176,1792,252,19555.16824,2.056240819,378032,Tech,Desktop,AU,180.3454459
vid_3746,50:41.0,9977,1198,67,20757.75925,16.1517899,305155,Gaming,Mobile,IN,171.5892885
vid_3228,50:41.0,9907,,479,51132.8009,24.60096407,210349,Music,Desktop,IN,304.5976131
vid_3545,50:41.0,10040,1818,389,39371.10454,25.93786798,716861,Entertainment,TV,CA,275.8613096
vid_772,50:41.0,9999,1582,223,58704.06705,16.175185,308073,Tech,Desktop,UK,359.8843094
vid_3766,50:41.0,9819,1471,98,55880.45588,4.763208759,497797,Education,Mobile,UK,341.5782079
vid_2069,50:41.0,10066,479,353,59045.72178,28.15253695,727291,Tech,TV,IN,345.1208554
vid_4851,50:41.0,9954,1089,466,,18.55113122,726382,Education,Tablet,AU,332.5292363
vid_2236,50:41.0,10116,1347,210,42253.17485,9.614864476,161627,Music,Desktop,CA,278.6731438
vid_2949,50:41.0,10027,1808,250,32278.75465,16.08305785,134008,Education,TV,IN,239.7955224
vid_3635,50:41.0,10114,665,,48055.12088,29.51846553,431481,Education,Tablet,IN,291.5788287
vid_1608,50:41.0,9980,274,494,25705.58308,8.095157057,245269,Music,Desktop,IN,186.3894975
vid_3045,50:41.0,10071,1198,105,25982.63181,19.6380303,338082,Lifestyle,Mobile,UK,197.365033
vid_1107,50:41.0,9955,739,266,48053.41186,12.57134777,415505,Tech,Desktop,IN,295.6922764
vid_2988,50:41.0,10036,1415,431,16859.2928,7.260605552,850792,Lifestyle,Desktop,CA,163.5030942
vid_4407,50:41.0,10082,481,342,,26.55465787,164322,Music,Desktop,UK,147.252516
vid_2018,50:41.0,10005,919,60,27471.75004,26.94629887,777909,Gaming,Desktop,DE,198.4729459
vid_2151,50:41.0,9851,460,,,29.09327642,137563,Music,Mobile,AU,306.2546032
vid_3447,50:41.0,9967,1444,106,56095.97316,15.67492887,381160,Entertainment,Mobile,AU,343.0388503
vid_2718,50:41.0,9997,595,413,52052.24642,4.211826762,853087,Entertainment,Tablet,AU,314.8153231
vid_369,50:41.0,10066,1926,437,31223.13057,24.92600581,591091,Entertainment,Desktop,IN,240.2640928
vid_747,50:41.0,10027,538,206,33295.3519,18.53620162,139487,Entertainment,Tablet,AU,222.0041255
vid_2271,50:41.0,9984,1083,147,47223.01871,22.1249749,832952,Entertainment,Desktop,AU,295.7956139
vid_1961,50:41.0,9988,330,443,44897.9023,6.358302512,494557,Music,Desktop,IN,276.9999912
vid_4701,50:41.0,10037,1307,307,16422.07689,7.025267912,285636,Music,Desktop,IN,157.4595688
vid_701,50:41.0,9936,994,196,18606.6245,23.51252945,295347,Lifestyle,TV,CA,159.9450094
vid_4371,50:41.0,9954,849,127,43011.27511,5.237643308,219848,Tech,Tablet,US,271.4172992
vid_3034,50:41.0,9941,844,239,52646.22114,28.66412385,993305,Music,TV,IN,318.6129076
vid_1153,50:41.0,9824,1042,250,35172.94759,11.51657914,283636,Tech,Mobile,US,239.2170766
vid_395,50:41.0,9846,1297,80,45371.57,23.93573647,420991,Gaming,Tablet,IN,288.8743994
vid_3131,50:41.0,10187,1772,278,36043.52139,27.1285414,193945,Gaming,TV,AU,258.2408136
vid_1280,50:41.0,9932,922,221,53315.11513,14.7341618,132402,Lifestyle,Mobile,CA,322.7507797
vid_1101,50:41.0,9939,1823,182,47527.94619,12.73521056,64532,Lifestyle,Desktop,UK,310.3189357
vid_1760,50:41.0,9844,1503,229,20070.68467,3.340675025,667394,Entertainment,Tablet,DE,175.6835621
vid_2020,50:41.0,9959,1682,,32407.13895,26.65962823,525507,Tech,TV,AU,241.2324154
vid_3237,50:41.0,9811,911,370,35079.74924,2.19049377,651471,Entertainment,Mobile,IN,238.5208937
vid_407,50:41.0,9959,586,297,28942.6234,17.82608405,607552,Education,Desktop,UK,203.5177669
vid_3575,50:41.0,10114,831,67,23237.09163,27.2171451,712701,Gaming,TV,IN,177.684255
vid_1760,50:41.0,10148,245,83,48896.9506,7.596780676,282325,Tech,Desktop,UK,289.0389382
vid_3850,50:41.0,10236,1125,91,52291.37695,3.367386351,537412,Tech,Desktop,IN,320.7629658
vid_1858,50:41.0,10132,1003,125,19623.7616,6.457023019,636780,Gaming,Tablet,CA,164.6959598
vid_4015,50:41.0,9930,1836,175,45085.53387,18.96274593,81025,Education,TV,UK,298.8603263
vid_1453,50:41.0,9869,1399,76,23547.03084,29.69377476,770742,Music,TV,IN,187.7860305
vid_4432,50:41.0,10133,428,139,45202.84414,2.039510366,995056,Education,Desktop,US,275.6525628
vid_550,50:41.0,10233,2025,372,35950.65698,26.01480629,976194,Gaming,Mobile,UK,264.0066903
vid_4370,50:41.0,9904,368,216,46771.76475,2.390559891,697162,Lifestyle,Desktop,US,282.1483
vid_1992,50:41.0,10187,1872,108,39287.99464,17.93705339,943849,Music,TV,DE,272.3338838
vid_3222,50:41.0,10000,572,382,17065.87464,6.86807939,722373,Music,Desktop,AU,148.9583393
vid_1864,50:41.0,10155,1626,475,16317.12614,6.714484562,635259,Gaming,Mobile,UK,165.9498417
vid_651,50:41.0,9849,987,179,43882.41424,23.88925847,106154,Lifestyle,Desktop,UK,278.2428213
vid_1499,50:41.0,10110,656,282,40551.50558,27.8219716,789043,Lifestyle,TV,UK,259.9803299
vid_1889,50:41.0,9959,578,261,56578.37487,8.160653055,535736,Music,TV,UK,333.0512597
vid_1124,50:41.0,10050,1143,65,19683.13767,15.68682016,388771,Music,TV,IN,165.9236263
vid_3520,50:41.0,9954,1266,83,32096.71577,20.04618168,97741,Entertainment,Mobile,CA,226.3711021
vid_1980,50:41.0,9966,217,121,19458.79957,17.96822169,811298,Education,TV,IN,149.4753069
vid_605,50:41.0,9966,,460,44883.26455,24.15246733,628509,Tech,Desktop,DE,301.9614488
vid_1530,50:41.0,10016,1567,131,37216.88911,25.79408379,79314,Lifestyle,Tablet,IN,256.8317723
vid_3480,50:41.0,10006,768,261,19499.22839,12.25212914,922852,Education,Tablet,US,161.7507861
vid_1032,50:41.0,10009,710,151,27705.60213,9.098122179,785297,Music,Tablet,DE,197.5681839
vid_1358,50:41.0,9975,1169,251,58426.60296,2.06425748,69281,Tech,Tablet,IN,351.834015
vid_3315,50:41.0,9980,999,126,54572.35131,14.83286241,25266,Music,TV,CA,328.6187911
vid_4918,50:41.0,10037,1727,162,53446.28208,20.90028696,478246,Entertainment,TV,US,336.7380271
vid_1554,50:41.0,9848,451,115,17317.7,24.32323806,574605,Lifestyle,Mobile,IN,142.6849065
vid_4321,50:41.0,10017,1154,335,15487.80184,2.980569921,566260,Tech,Mobile,US,150.8022689
vid_201,50:41.0,9789,803,103,34813.17208,8.75140101,301818,Tech,Desktop,DE,230.7042204
vid_2325,50:41.0,9841,1077,298,53552.44881,3.037018111,819870,Music,Mobile,CA,327.3830178
vid_3919,50:41.0,10039,544,129,,6.476998107,588139,Music,Mobile,DE,257.0328697
vid_1150,50:41.0,10087,1878,341,30267.84649,6.080474385,737572,Lifestyle,TV,US,233.3948114
vid_2076,50:41.0,10160,1057,172,59338.0057,10.40946956,290452,Gaming,Mobile,IN,353.8119941
vid_425,50:41.0,10086,1437,256,50166.05414,8.288150258,770582,Lifestyle,TV,US,318.1598637
vid_4815,50:41.0,9950,897,130,33544.47409,18.66232369,594571,Education,Tablet,AU,227.6414414
vid_655,50:41.0,9996,1921,276,49246.18495,3.863967988,463247,Gaming,Tablet,CA,322.0165977
vid_2954,50:41.0,9793,700,290,45578.8594,18.42116789,906165,Entertainment,Desktop,CA,282.9240166
vid_2049,50:41.0,9918,1857,150,55107.72213,3.259964205,613551,Entertainment,Desktop,UK,345.9790163
vid_4320,50:41.0,10199,1310,479,16259.19117,29.10077293,707399,Lifestyle,Desktop,AU,160.5435086
vid_1465,50:41.0,9808,312,469,22464.13652,8.241522211,686152,Gaming,Tablet,CA,170.4348301
vid_2095,50:41.0,9853,1483,,15061.77983,2.675756288,789468,Gaming,TV,UK,149.2283199
vid_2815,50:41.0,9997,1366,249,58778.88163,20.60591239,682451,Gaming,Desktop,IN,356.9610077
vid_1425,50:41.0,10133,470,446,24058.6014,16.31452406,685297,Tech,Desktop,AU,181.965662
vid_3628,50:41.0,10053,1535,452,49804.00827,16.46704002,181269,Education,TV,US,321.3341241
vid_1890,50:41.0,9991,869,239,58812.41367,23.18245304,31937,Music,Desktop,IN,348.3738457
vid_1831,50:41.0,9895,1313,478,59353.58382,22.59683712,117725,Music,Mobile,IN,362.1639756
vid_1285,50:41.0,10070,665,150,,12.22189454,222236,Tech,Desktop,IN,305.5278797
vid_103,50:41.0,9901,329,448,25414.26653,11.91484317,278271,Education,TV,CA,184.7591404
vid_3038,50:41.0,9893,1276,360,31705.52415,3.533409785,208697,Entertainment,Tablet,AU,229.1417514
vid_1367,50:41.0,9986,1112,383,20239.89088,7.790909398,584372,Lifestyle,Desktop,DE,173.1477642
vid_3131,50:41.0,9985,1729,393,15297.27435,5.715552047,245264,Entertainment,TV,AU,160.6168817
vid_3598,50:41.0,9815,1811,296,20027.30815,26.69945967,309328,Gaming,Mobile,DE,181.7732177
vid_1470,50:41.0,10010,746,451,50123.30763,3.123818472,176312,Tech,TV,UK,309.0374171
vid_4494,50:41.0,9825,1607,234,33060.99,27.51867061,417659,Entertainment,Desktop,CA,238.701244
vid_470,50:41.0,9982,416,373,,4.720630966,874373,Music,Tablet,US,306.4384763
vid_3529,50:41.0,10078,1649,409,38291.05626,5.757075334,748678,Tech,Desktop,DE,268.4064629
vid_2573,50:41.0,9977,1632,277,17325.64506,22.50630182,673764,Music,Tablet,CA,166.4771186
vid_710,50:41.0,9859,470,363,24787.67433,8.57683228,462716,Entertainment,TV,US,182.5487044
vid_1641,50:41.0,10001,386,82,15484.90019,7.939611391,6620,Gaming,Desktop,DE,133.156936
vid_3780,50:41.0,10035,365,496,32983.70513,10.63912017,836269,Tech,Tablet,US,222.587459
vid_3652,50:41.0,9908,1146,,42607.80513,22.33040852,231752,Tech,Mobile,CA,279.2441118
vid_2871,50:41.0,9960,973,400,27825.48876,6.669218518,940413,Music,Mobile,IN,206.6780088
vid_4997,50:41.0,10039,857,248,,16.43135557,189516,Education,Tablet,CA,215.8894206
vid_4367,50:41.0,9986,1777,382,32368.81338,29.20383851,217906,Music,Tablet,DE,241.7424039
vid_4533,50:41.0,10129,1198,216,59002.50319,2.842540343,808257,Music,Desktop,UK,355.2483936
vid_4557,50:41.0,10199,410,178,57528.12317,17.12237007,4019,Lifestyle,Tablet,UK,334.4653509
vid_1372,50:41.0,10051,871,358,31093.87683,21.60987062,210408,Gaming,Desktop,IN,220.086108
vid_3084,50:41.0,10137,1781,447,35904.44605,4.034995546,720103,Gaming,TV,CA,260.383967
vid_1771,50:41.0,9921,1358,291,58244.85058,13.70657832,432128,Gaming,Mobile,DE,354.6316794
vid_1395,50:41.0,10047,909,53,39482.72318,25.33959623,835740,Lifestyle,Desktop,CA,255.0257588
vid_2187,50:41.0,9988,1582,132,57215.07628,28.9269516,870733,Tech,TV,IN,351.2430459
vid_3301,50:41.0,9962,550,57,50098.61964,17.86458455,690607,Tech,TV,UK,298.530388
vid_4069,50:41.0,9985,1840,54,25064.49506,29.92960011,631632,Education,Tablet,AU,202.7460759
vid_4193,50:41.0,9821,976,314,,7.154014915,857620,Lifestyle,Tablet,US,210.7814434
vid_3691,50:41.0,10026,1883,410,22437.16877,12.03620482,148353,Lifestyle,Tablet,AU,197.430832
vid_1855,50:41.0,9844,1832,285,48746.41426,17.3277168,429252,Education,Tablet,IN,317.493443
vid_2135,50:41.0,10042,,180,24504.4152,13.69801372,326361,Gaming,Desktop,US,197.635388
vid_223,50:41.0,9873,,60,52701.43717,29.24347268,82384,Gaming,Desktop,IN,325.6688573
vid_3191,50:41.0,10058,612,475,15404.19772,12.71627797,875519,Lifestyle,TV,US,143.7124248
vid_3519,50:41.0,9978,1199,193,25979.019,25.09594115,361921,Lifestyle,Desktop,US,198.393108
vid_331,50:41.0,9970,1149,223,58750.13271,12.78734988,630301,Music,Tablet,UK,352.5082626
vid_895,50:41.0,10017,1587,110,48498.92625,29.7798883,719068,Music,Desktop,US,310.009362
vid_26,50:41.0,9955,674,265,33044.51227,6.615330847,331866,Entertainment,TV,AU,223.7979185
vid_2926,50:41.0,9807,1629,420,38642.96926,28.49985415,792341,Lifestyle,Desktop,CA,268.4988666
vid_1139,50:41.0,10098,874,212,42978.118,4.318060888,811462,Music,Mobile,US,273.9018841
vid_498,50:41.0,10011,284,225,16647.08854,3.694398872,864761,Gaming,Mobile,IN,139.3928998
vid_2514,50:41.0,9957,1181,245,43821.00224,21.8688967,103720,Education,Desktop,CA,282.9847263
vid_2289,50:41.0,10131,359,315,36570.34885,11.51036025,794299,Lifestyle,TV,CA,236.7829816
vid_447,50:41.0,10080,788,68,28622.86846,3.519728735,364995,Lifestyle,Mobile,US,202.1766699
vid_4451,50:41.0,9965,804,497,51688.45383,7.586694108,773479,Lifestyle,TV,CA,317.9693716
vid_707,50:41.0,9974,1475,232,55594.98951,7.009333544,791525,Tech,Mobile,AU,343.4118321
vid_1544,50:41.0,9949,1367,82,52713.38025,4.978217439,347112,Lifestyle,Tablet,IN,325.2617856
vid_1612,50:41.0,9946,875,417,54030.24837,6.857528397,379291,Entertainment,Mobile,CA,328.7561619
vid_2014,50:41.0,9782,1466,199,41615.69487,17.74738631,75573,Music,Desktop,IN,275.7836845
vid_822,50:41.0,9954,1385,53,47703.66968,2.927911615,223209,Gaming,Mobile,US,301.4803175
vid_3235,50:41.0,9963,1251,198,44904.83205,28.76437037,670630,Music,Desktop,UK,288.5210521
vid_2996,50:41.0,9886,,134,42173.88762,7.802069791,170891,Gaming,Mobile,IN,260.6182801
vid_2547,50:41.0,10002,763,285,20104.5966,5.832334334,667632,Entertainment,Mobile,UK,164.9105342
vid_4735,50:41.0,10043,1904,252,18421.74151,22.66266543,781178,Entertainment,Mobile,DE,176.2338663
vid_1829,50:41.0,9736,1533,485,50139.76484,24.14078431,229131,Gaming,TV,CA,321.7981737
vid_3033,50:41.0,9971,1747,486,45174.87862,29.76770191,918568,Lifestyle,TV,IN,303.3107636
vid_1206,50:41.0,9802,1849,409,,5.762639823,98613,Gaming,TV,UK,300.6438967
vid_4931,50:41.0,10001,848,317,49097.59925,12.50636131,86131,Education,TV,CA,303.6047895
vid_3787,50:41.0,10046,704,182,40610.12041,9.878874357,203337,Music,Desktop,DE,259.0294641
vid_4931,50:41.0,10106,1073,500,15282.61545,13.85816821,103936,Entertainment,Desktop,US,151.7423729
vid_63,50:41.0,10029,487,226,22440.40608,12.4859499,23825,Entertainment,Tablet,US,170.305709
vid_671,50:41.0,9983,1062,,32493.81484,4.586295713,262149,Entertainment,Mobile,DE,225.5240534
vid_2855,50:41.0,9838,996,366,28167.21682,16.17595128,99002,Gaming,Desktop,US,207.4643691
vid_1187,50:41.0,9966,1126,116,21006.35219,27.19081321,188346,Tech,Desktop,AU,172.3086653
vid_1115,50:41.0,10017,845,315,48448.50138,13.60719933,876949,Entertainment,Mobile,US,300.542024
vid_34,50:41.0,10012,793,99,25439.62034,26.17917835,401967,Education,TV,AU,187.433571
vid_2790,50:41.0,10122,987,261,33266.79211,16.43363564,299827,Tech,Desktop,DE,231.0268922
vid_3874,50:41.0,10085,1787,148,57436.50549,21.56673945,211032,Lifestyle,TV,UK,356.5907948
vid_3321,50:41.0,10101,853,76,42166.67079,13.83145581,196758,Music,Mobile,UK,267.3935042
vid_4688,50:41.0,10083,407,79,36566.90023,3.025697882,475325,Tech,TV,US,233.2854019
vid_2551,50:41.0,9932,322,160,57445.13145,8.068830109,733684,Lifestyle,TV,US,330.8610492
vid_878,50:41.0,9838,1502,199,44684.51144,28.03999319,340226,Entertainment,TV,UK,291.1622564
vid_4368,50:41.0,10000,537,486,31783.10554,24.90153136,331804,Education,Mobile,DE,219.5291767
vid_886,50:41.0,9902,1381,274,30468.939,17.63245237,834609,Gaming,Tablet,US,223.6852798
vid_6,50:41.0,9931,489,90,49591.01222,24.57341037,351793,Education,TV,US,295.4944866
vid_1020,50:41.0,9759,801,237,34361.198,2.464137596,239707,Tech,Desktop,IN,230.6857912
vid_3371,50:41.0,10001,1025,495,,8.021711746,794082,Tech,Tablet,DE,150.7684544
vid_4234,50:41.0,10007,1119,325,27075.21332,17.1532146,420623,Lifestyle,Tablet,CA,204.605999
vid_4354,50:41.0,9899,359,203,58167.67575,20.66528826,533777,Lifestyle,Mobile,US,335.4705553
vid_1416,50:41.0,9984,1292,275,56344.96242,7.156812816,243104,Education,Desktop,AU,344.5934807
vid_4376,50:41.0,9824,499,123,49327.35811,6.934949046,554493,Tech,Mobile,DE,294.433024
vid_4815,50:41.0,9958,1344,457,,16.40238874,41889,Gaming,TV,AU,162.8573491
vid_2416,50:41.0,10070,924,139,22922.0348,28.64003793,469763,Tech,TV,US,178.8055642
vid_723,50:41.0,10019,1736,180,51517.92175,13.51408253,646287,Lifestyle,Tablet,DE,328.016975
vid_4834,50:41.0,10120,,231,17105.60589,28.4285867,794050,Music,TV,AU,150.509957
vid_3172,50:41.0,9977,982,241,32769.39876,13.27237971,599925,Tech,Desktop,DE,227.4967227
vid_834,50:41.0,9973,1696,120,51537.98819,11.32949804,264061,Education,Mobile,DE,326.1531656
vid_1424,50:41.0,10043,1104,138,41687.5441,15.10768404,796535,Education,Mobile,UK,270.2120828
vid_1083,50:41.0,10065,657,349,51975.26934,5.520648145,83866,Education,TV,CA,314.772344
vid_3367,50:41.0,9983,1871,343,47362.11999,13.19448926,753046,Tech,TV,US,313.3585561
vid_2857,50:41.0,9917,1408,394,48077.86952,20.73033422,221911,Music,Desktop,IN,309.3079077
vid_1898,50:41.0,9914,430,489,37039.12153,26.29663233,649604,Music,Desktop,US,242.0732732
vid_3239,50:41.0,10057,1341,481,43525.61764,5.975905748,77300,Gaming,Desktop,UK,288.9193559
vid_2563,50:41.0,9988,1366,354,32204.4898,26.61239044,637992,Education,Tablet,AU,233.4328677
vid_4714,50:41.0,9936,252,,,29.38013013,684839,Tech,TV,DE,286.5443316
vid_1456,50:41.0,9802,1279,336,15388.50476,24.04320258,693495,Education,Desktop,DE,151.3795012
vid_4921,50:41.0,9967,632,432,45431.38863,12.18411063,752670,Tech,Tablet,CA,284.4072328
vid_2393,50:41.0,10121,1414,315,16060.5264,29.18482535,989505,Music,TV,IN,158.1692447
vid_1400,50:41.0,10011,1969,384,40903.74641,26.11834421,778313,Tech,Desktop,US,285.4452564
vid_4278,50:41.0,9846,562,129,39149.10807,9.787902767,915349,Tech,Mobile,CA,247.747857
vid_342,50:41.0,10093,907,425,27772.66599,24.77620016,604620,Gaming,Mobile,DE,206.4172748
vid_717,50:41.0,10110,919,335,36374.2431,9.263779914,397358,Education,TV,UK,245.7176802
vid_725,50:41.0,9943,1933,328,54571.41479,26.53729953,167190,Gaming,TV,IN,347.9464235
vid_1821,50:41.0,10271,1683,380,36561.10172,11.83516118,278693,Music,TV,CA,261.3420731
vid_2247,50:41.0,10048,279,361,38174.87193,29.8995877,769960,Music,Desktop,UK,243.3307304
vid_2241,50:41.0,10094,1359,102,18469.17343,11.15163987,527359,Education,TV,AU,164.778006
vid_4166,50:41.0,9951,1798,491,50294.61431,28.03437777,538925,Education,Mobile,DE,328.3062241
vid_620,50:41.0,9938,1446,140,30868.80544,18.92163843,427601,Lifestyle,Tablet,IN,224.5721113
vid_2046,50:41.0,9753,1670,447,42444.92257,4.27289231,612279,Lifestyle,Tablet,UK,287.3106899
vid_534,50:41.0,10230,1793,,24635.97264,22.53444799,845914,Lifestyle,Tablet,UK,206.3163633
vid_24,50:41.0,10043,287,54,29816.12904,11.35620896,4042,Music,Tablet,UK,198.7580685
vid_3407,50:41.0,10074,1213,234,23028.15703,15.22418501,326706,Gaming,TV,CA,185.9266661
vid_3195,50:41.0,9878,1170,,45142.91846,10.78029035,791223,Gaming,Mobile,CA,291.125619
vid_3556,50:41.0,10090,561,220,56785.33472,14.09267013,118401,Lifestyle,Desktop,IN,333.7126744
vid_4375,50:41.0,9990,1367,53,42762.52599,10.06972046,907701,Tech,Desktop,AU,278.0633211
vid_409,50:41.0,9992,508,,45948.41152,19.89236125,488661,Tech,TV,CA,282.2828683
vid_2611,50:41.0,10068,640,170,37745.23264,26.02625309,289009,Entertainment,TV,DE,244.3312384
vid_3680,50:41.0,10132,1686,,21801.58973,14.68821912,103787,Gaming,Desktop,UK,191.7898261
vid_700,50:41.0,9941,1160,106,38510.4744,4.069968376,991479,Music,Tablet,DE,255.1147107
vid_452,50:41.0,10032,1677,340,58995.65973,29.51555788,110410,Music,Desktop,AU,365.0746951
vid_3646,50:41.0,9963,1430,178,56567.11918,16.63612317,284600,Music,Mobile,DE,346.2361099
vid_225,50:41.0,9902,1885,188,50958.15164,5.079424261,455792,Education,Desktop,US,327.4667171
vid_4897,50:41.0,10111,1395,119,57797.906,24.13408562,725548,Lifestyle,TV,IN,351.1942253
vid_3707,50:41.0,9861,1372,257,20118.6779,21.1470285,915001,Entertainment,Mobile,US,174.2281073
vid_4669,50:41.0,9814,1910,332,24375.30573,4.044032976,816137,Lifestyle,TV,CA,204.5870896
vid_3767,50:41.0,10008,589,341,16251.63104,26.09401804,882342,Lifestyle,Desktop,IN,144.7487454
vid_2290,50:41.0,9897,1247,244,17519.0488,18.12791774,770197,Gaming,Desktop,DE,159.7877827
vid_2093,50:41.0,9896,460,475,18270.56412,14.59266074,865895,Education,Mobile,US,153.7694502
vid_814,50:41.0,10067,1071,290,51123.3102,19.53006303,709151,Lifestyle,TV,US,316.8676831
vid_4765,50:41.0,10128,436,,35149.63292,5.430371489,947512,Gaming,Tablet,UK,232.6130627
vid_392,50:41.0,10018,1269,236,43786.75584,27.21094915,493791,Lifestyle,Tablet,AU,284.4989052
vid_4092,50:41.0,9928,1306,398,38949.39846,9.85692742,722764,Tech,TV,US,264.644359
vid_887,50:41.0,9883,935,477,42790.99188,23.75304968,430073,Music,Tablet,IN,277.5025137
vid_1300,50:41.0,10057,1993,222,24731.67113,7.994276473,127394,Gaming,TV,IN,207.069254
vid_1947,50:41.0,10051,826,419,16206.21991,9.724660579,167324,Gaming,TV,US,150.1727159
vid_3586,50:41.0,9857,583,289,53863.37332,8.899209475,296262,Lifestyle,Desktop,US,320.2870106
vid_2682,50:41.0,9939,,140,24240.57079,26.31928023,847526,Education,TV,CA,201.7500755
vid_3167,50:41.0,10058,1805,454,53579.58755,11.82293828,146500,Entertainment,TV,US,343.8352391
vid_4392,50:41.0,10049,529,235,,7.398990047,312438,Lifestyle,TV,IN,223.4609984
vid_3297,50:41.0,9896,202,133,56190.68943,15.85262119,276928,Gaming,Desktop,IN,322.2328226
vid_1554,50:41.0,9960,1813,261,45819.08881,13.2706462,531939,Music,TV,AU,303.5578122
vid_2483,50:41.0,10130,498,176,31110.98008,25.01759212,907561,Lifestyle,Mobile,US,211.0393824
vid_899,50:41.0,9923,1681,384,28686.57913,17.35819163,435951,Tech,Mobile,AU,222.4385133
vid_4650,50:41.0,10083,968,476,49562.29553,5.829124468,620159,Entertainment,Tablet,US,311.0181402
vid_3254,50:41.0,9941,1212,81,37432.13297,25.55352748,832012,Music,Desktop,IN,250.49489
vid_4256,50:41.0,10146,652,82,32663.67038,23.39429117,38951,Music,Tablet,CA,219.4742037
vid_2271,50:41.0,9944,824,137,26228.64805,29.14515961,57931,Entertainment,Tablet,CA,191.9850909
vid_2864,50:41.0,10027,1225,95,51539.83715,8.832370919,699378,Gaming,TV,CA,317.9183171
vid_1250,50:41.0,10066,1961,452,45653.6238,13.90991105,890736,Music,TV,CA,309.1565356
vid_2218,50:41.0,10003,458,486,36800.30337,13.29175268,830351,Music,Tablet,IN,241.8407653
vid_3477,50:41.0,9894,1015,125,53076.90057,7.068758686,14362,Lifestyle,TV,DE,321.3781517
vid_1286,50:41.0,9936,1531,,45898.59059,24.25118705,168218,Entertainment,Tablet,US,302.4669633
vid_2974,50:41.0,9915,904,209,39142.96383,2.715628127,590617,Education,Desktop,CA,255.3314695
vid_1994,50:41.0,10070,930,203,49109.20671,10.78072694,786415,Education,Desktop,AU,303.4690351
vid_2793,50:41.0,9997,576,470,30704.9593,18.53296146,3595,Music,Tablet,AU,214.8258957
vid_2839,50:41.0,10023,1266,273,41380.88578,28.36297128,981176,Music,TV,US,273.766767
vid_1522,50:41.0,9912,643,487,23427.86593,26.53272736,523178,Lifestyle,Desktop,AU,181.5186336
vid_4996,50:41.0,10014,968,89,38953.68453,15.31623541,513238,Education,TV,CA,253.9924427
vid_3316,50:41.0,10034,1009,240,52485.85754,25.43295379,464117,Tech,Tablet,US,321.1945347
vid_4099,50:41.0,10045,642,287,51766.36899,14.36938121,716408,Lifestyle,TV,AU,312.3598419
vid_159,50:41.0,10240,855,247,42482.12725,24.34011003,503255,Education,Mobile,AU,272.5783915
vid_1507,50:41.0,9898,1705,247,45540.28161,14.41304441,587818,Lifestyle,Tablet,DE,299.8234644
vid_4520,50:41.0,9938,1280,132,,26.39295073,34678,Music,Tablet,AU,212.0748845
vid_4018,50:41.0,9913,583,,42473.07995,17.74847039,559647,Gaming,TV,AU,267.8585272
vid_1102,50:41.0,9795,1732,389,54181.22693,18.55275104,554162,Gaming,TV,IN,342.9295014
vid_975,50:41.0,10097,976,191,22320.1834,7.490489823,315974,Entertainment,Mobile,US,177.8962796
vid_1733,50:41.0,10059,466,345,31491.37893,23.72671317,825776,Education,Tablet,DE,214.8175158
vid_973,50:41.0,9804,1895,243,56893.62774,17.06810692,168883,Music,Desktop,UK,356.0562903
vid_3349,50:41.0,10036,586,497,36511.65317,12.29524006,192029,Lifestyle,Mobile,AU,243.0408985
vid_2438,50:41.0,10040,812,100,31055.07802,25.39454276,570750,Education,Desktop,CA,214.3974846
vid_3242,50:41.0,10047,1881,,22501.55568,6.703594499,461507,Entertainment,TV,CA,194.9563295
vid_3929,50:41.0,9988,253,113,47995.43461,10.93855616,719342,Education,Mobile,CA,284.6081654
vid_621,50:41.0,10101,1929,,,24.2012684,297110,Music,Mobile,CA,350.4024555
vid_4988,50:41.0,10171,521,254,43937.52666,16.82296237,949617,Gaming,Mobile,UK,273.4601426
vid_4963,50:41.0,9997,1275,190,54182.78845,9.727069396,17288,Education,Desktop,US,332.7144595
vid_2722,50:41.0,10237,1704,404,53574.66652,6.591397441,632818,Lifestyle,Desktop,CA,342.1494089
vid_752,50:41.0,9965,1894,304,38100.97134,13.90268134,674901,Tech,Desktop,UK,269.3277557
vid_2976,50:41.0,10063,1677,415,25684.00453,16.89021513,859738,Music,Mobile,AU,209.4762818
vid_4283,50:41.0,9994,1194,418,27946.55919,23.02509289,983207,Music,TV,AU,211.5337302
vid_985,50:41.0,9967,1777,213,40543.45034,9.670018031,234040,Entertainment,Tablet,IN,277.2783616
vid_2360,50:41.0,10173,,139,46554.48653,5.503959789,96975,Music,TV,US,303.6831605
vid_4952,50:41.0,10018,1206,294,26139.18938,9.996003742,607966,Education,Tablet,US,201.2128867
vid_1381,50:41.0,9995,1397,122,26867.10235,21.8973536,166116,Gaming,TV,IN,204.8513791
vid_4911,50:41.0,10228,1251,456,44252.56777,7.817553838,20586,Education,TV,UK,291.2610199
vid_1070,50:41.0,10129,245,464,26216.51199,5.210382411,20565,Entertainment,Mobile,IN,188.5605849
vid_1017,50:41.0,10106,1973,408,59011.23518,3.351381051,525774,Music,Mobile,CA,371.7898915
vid_2222,50:41.0,10018,1881,382,46039.84999,6.983423209,530335,Gaming,TV,AU,308.149211
vid_4849,50:41.0,10037,743,230,36982.1204,28.24391353,561194,Entertainment,Desktop,DE,243.3735347
